subject,message,label
We appreciate your interest in joining Skyline Ltd,"Hello Morgan,

We wanted to confirm that we’ve received your application for Software Engineer at Skyline Ltd. Our team will get back to you as soon as possible.

Sincerely,
Skyline Ltd Talent Acquisition",0
Thank you for applying to FutureSolutions,"Dear Casey,

Thank you for applying to the Backend Developer position at FutureSolutions. We have received your application and our team is currently reviewing it. We will be in touch soon.

Best regards,
FutureSolutions Recruitment Team",0
We appreciate your interest in joining InnovateX,"Dear Avery,

Thank you for applying to the Data Scientist position at InnovateX. We have received your application and our team is currently reviewing it. We will be in touch soon.

Best regards,
InnovateX Recruitment Team",0
Thank you for applying to FutureSolutions,"Dear Casey,

Thank you for considering a career at FutureSolutions for the Backend Developer role. We’ll be reviewing your application and will update you on the next steps soon.

Regards,
FutureSolutions Hiring Team",0
Your application has been received at TechCorp,"Hi Avery,

Your application for the UX Designer role at TechCorp has been received! Our hiring team is reviewing your submission and will reach out if there’s a fit.

Thank you,
TechCorp Careers",0
Your application is under review at FutureSolutions,"Dear Casey,

Thank you for considering a career at FutureSolutions for the UX Designer role. We’ll be reviewing your application and will update you on the next steps soon.

Regards,
FutureSolutions Hiring Team",0
We appreciate your interest in joining TechCorp,"Hi Taylor,

Your application for the Software Engineer role at TechCorp has been received! Our hiring team is reviewing your submission and will reach out if there’s a fit.

Thank you,
TechCorp Careers",0
Application confirmation from BrightMind,"Dear Robin,

Thank you for considering a career at BrightMind for the Data Scientist role. We’ll be reviewing your application and will update you on the next steps soon.

Regards,
BrightMind Hiring Team",0
Your application is under review at NextGen Systems,"Hello Jamie,

We wanted to confirm that we’ve received your application for UX Designer at NextGen Systems. Our team will get back to you as soon as possible.

Sincerely,
NextGen Systems Talent Acquisition",0
Application confirmation from BrightMind,"Hi Skyler,

Your application for the Backend Developer role at BrightMind has been received! Our hiring team is reviewing your submission and will reach out if there’s a fit.

Thank you,
BrightMind Careers",0
We appreciate your interest in joining BrightMind,"Dear Alex,

Thank you for considering a career at BrightMind for the Product Manager role. We’ll be reviewing your application and will update you on the next steps soon.

Regards,
BrightMind Hiring Team",0
Your application has been received at Skyline Ltd,"Dear Alex,

Thank you for considering a career at Skyline Ltd for the Data Scientist role. We’ll be reviewing your application and will update you on the next steps soon.

Regards,
Skyline Ltd Hiring Team",0
Thank you for applying to BrightMind,"Hello Skyler,

We wanted to confirm that we’ve received your application for Software Engineer at BrightMind. Our team will get back to you as soon as possible.

Sincerely,
BrightMind Talent Acquisition",0
Your application is under review at NextGen Systems,"Dear Jordan,

Thank you for applying to the UX Designer position at NextGen Systems. We have received your application and our team is currently reviewing it. We will be in touch soon.

Best regards,
NextGen Systems Recruitment Team",0
Thank you for applying to TechCorp,"Hello Alex,

We wanted to confirm that we’ve received your application for Backend Developer at TechCorp. Our team will get back to you as soon as possible.

Sincerely,
TechCorp Talent Acquisition",0
Thank you for applying to NextGen Systems,"Hello Casey,

We wanted to confirm that we’ve received your application for Data Scientist at NextGen Systems. Our team will get back to you as soon as possible.

Sincerely,
NextGen Systems Talent Acquisition",0
Your application has been received at TechCorp,"Hello Morgan,

We wanted to confirm that we’ve received your application for UX Designer at TechCorp. Our team will get back to you as soon as possible.

Sincerely,
TechCorp Talent Acquisition",0
Application confirmation from InnovateX,"Hello Drew,

We wanted to confirm that we’ve received your application for Product Manager at InnovateX. Our team will get back to you as soon as possible.

Sincerely,
InnovateX Talent Acquisition",0
Application confirmation from BrightMind,"Dear Taylor,

Thank you for considering a career at BrightMind for the Data Scientist role. We’ll be reviewing your application and will update you on the next steps soon.

Regards,
BrightMind Hiring Team",0
Your application is under review at InnovateX,"Hello Taylor,

We wanted to confirm that we’ve received your application for Data Scientist at InnovateX. Our team will get back to you as soon as possible.

Sincerely,
InnovateX Talent Acquisition",0
Application confirmation from BrightMind,"Hello Drew,

We wanted to confirm that we’ve received your application for UX Designer at BrightMind. Our team will get back to you as soon as possible.

Sincerely,
BrightMind Talent Acquisition",0
Application confirmation from BrightMind,"Hi Morgan,

Your application for the Data Scientist role at BrightMind has been received! Our hiring team is reviewing your submission and will reach out if there’s a fit.

Thank you,
BrightMind Careers",0
Your application is under review at TechCorp,"Dear Drew,

Thank you for applying to the Data Scientist position at TechCorp. We have received your application and our team is currently reviewing it. We will be in touch soon.

Best regards,
TechCorp Recruitment Team",0
Thank you for applying to TechCorp,"Hi Jamie,

Your application for the Data Scientist role at TechCorp has been received! Our hiring team is reviewing your submission and will reach out if there’s a fit.

Thank you,
TechCorp Careers",0
Your application has been received at TechCorp,"Hello Robin,

We wanted to confirm that we’ve received your application for Backend Developer at TechCorp. Our team will get back to you as soon as possible.

Sincerely,
TechCorp Talent Acquisition",0
